survived,pclass,age,sibsp,parch,fare,class,who,adult_male,embark_town,alive,alone,fare_normalized,sex_male,embarked_Q,embarked_S
0,3,45.0,0,0,7.75,Third,woman,False,Southampton,no,True,0.015126992566498259,False,False,True
0,2,28.0,0,0,0.0,Second,man,True,Southampton,no,True,0.0,True,False,True
0,3,7.0,4,1,29.125,Third,child,False,Queenstown,no,False,0.056848213999904744,True,True,False
1,3,35.0,1,1,20.25,Third,woman,False,Southampton,yes,False,0.03952536767375352,False,False,True
0,3,65.0,0,0,7.75,Third,man,True,Queenstown,no,True,0.015126992566498259,True,True,False
0,3,28.0,0,0,7.8542,Third,man,True,Southampton,no,True,0.015330377421392339,True,False,True
0,3,16.0,0,0,9.5,Third,man,True,Southampton,no,True,0.018542765081513996,True,False,True
1,3,19.0,0,0,8.05,Third,man,True,Southampton,yes,True,0.015712553569072387,True,False,True
0,1,28.0,0,0,26.0,First,man,True,Southampton,no,True,0.050748620223090936,True,False,True
0,3,33.0,0,0,8.6625,Third,man,True,Cherbourg,no,True,0.016908073949327893,True,False,False
1,3,30.0,0,0,9.5,Third,man,True,Southampton,yes,True,0.018542765081513996,True,False,True
0,3,22.0,0,0,7.8958,Third,man,True,Southampton,no,True,0.015411575213749284,True,False,True
1,2,42.0,0,0,13.0,Second,man,True,Southampton,yes,True,0.025374310111545468,True,False,True
1,3,22.0,0,0,7.75,Third,woman,False,Queenstown,yes,True,0.015126992566498259,False,True,False
1,1,26.0,0,0,78.85,First,woman,False,Southampton,yes,True,0.15390495017656614,False,False,True
1,1,19.0,1,0,91.0792,First,woman,False,Cherbourg,yes,False,0.17777475888549785,False,False,False
0,2,36.0,0,0,12.875,Second,man,True,Cherbourg,no,True,0.025130326360472913,True,False,False
0,3,24.0,0,0,8.85,Third,woman,False,Southampton,no,True,0.01727404957593672,False,False,True
0,3,24.0,0,0,7.8958,Third,man,True,Southampton,no,True,0.015411575213749284,True,False,True
0,3,23.5,0,0,7.2292,Third,man,True,Cherbourg,no,True,0.014110458666029575,True,False,False
0,1,2.0,1,2,151.55,First,child,False,Southampton,no,False,0.29580589980036276,False,False,True
1,1,28.0,0,0,30.5,First,man,True,Southampton,yes,True,0.05953203526170282,True,False,True
1,1,50.0,0,1,247.5208,First,woman,False,Cherbourg,yes,False,0.4831284260198326,False,False,False
1,3,28.0,2,0,23.25,Third,man,True,Queenstown,yes,False,0.04538097769949478,True,True,False
0,3,19.0,0,0,0.0,Third,man,True,Southampton,no,True,0.0,True,False,True
1,2,28.0,0,0,12.35,Second,woman,False,Queenstown,yes,True,0.024105594605968193,False,True,False
1,1,0.92,1,2,151.55,First,child,False,Southampton,yes,False,0.29580589980036276,True,False,True
1,1,28.0,0,0,110.8833,First,woman,False,Cherbourg,yes,True,0.21642978772242535,False,False,False
1,1,17.0,1,0,108.9,First,woman,False,Cherbourg,yes,False,0.2125586439344078,False,False,False
0,2,30.0,1,0,24.0,Second,man,True,Cherbourg,no,False,0.04684488020593009,True,False,False
1,1,30.0,0,0,56.9292,First,woman,False,Cherbourg,yes,True,0.11111839809247648,False,False,False
1,1,24.0,0,0,83.1583,First,woman,False,Cherbourg,yes,True,0.16231419173453318,False,False,False
1,1,18.0,2,2,262.375,First,woman,False,Cherbourg,yes,False,0.5121218935012878,False,False,False
0,2,26.0,1,1,26.0,Second,woman,False,Southampton,no,False,0.050748620223090936,False,False,True
0,2,43.0,1,1,26.25,Second,man,True,Southampton,no,False,0.05123658772523604,True,False,True
1,3,26.0,0,0,7.8542,Third,woman,False,Southampton,yes,True,0.015330377421392339,False,False,True
1,2,24.0,1,0,26.0,Second,woman,False,Southampton,yes,False,0.050748620223090936,False,False,True
0,2,54.0,0,0,14.0,Second,man,True,Southampton,no,True,0.027326180120125887,True,False,True
1,1,31.0,0,2,164.8667,First,woman,False,Southampton,yes,False,0.32179836714362564,False,False,True
1,1,40.0,1,1,134.5,First,woman,False,Cherbourg,yes,False,0.2625265161540666,False,False,False
0,3,27.0,0,0,7.8958,Third,man,True,Southampton,no,True,0.015411575213749284,True,False,True
1,2,30.0,0,0,12.35,Second,woman,False,Queenstown,yes,True,0.024105594605968193,False,True,False
1,2,22.0,1,1,29.0,Second,woman,False,Southampton,yes,False,0.056604230248832196,False,False,True
1,1,36.0,0,0,135.6333,First,woman,False,Cherbourg,yes,True,0.2647385704347907,False,False,False
0,3,61.0,0,0,6.2375,Third,man,True,Southampton,no,True,0.012174789178520372,True,False,True
1,2,36.0,0,0,13.0,Second,woman,False,Southampton,yes,True,0.025374310111545468,False,False,True
1,3,31.0,1,1,20.525,Third,woman,False,Southampton,yes,False,0.04006213192611313,False,False,True
1,1,16.0,0,1,57.9792,First,woman,False,Cherbourg,yes,False,0.11316786160148591,False,False,False
1,3,28.0,2,0,23.25,Third,woman,False,Queenstown,yes,False,0.04538097769949478,False,True,False
0,1,45.5,0,0,28.5,First,man,True,Southampton,no,True,0.055628295244541985,True,False,True
0,1,38.0,0,1,153.4625,First,man,True,Southampton,no,False,0.2995388511917728,True,False,True
0,3,16.0,2,0,18.0,Third,man,True,Southampton,no,False,0.03513366015444757,True,False,True
1,1,28.0,1,0,133.65,First,woman,False,Southampton,yes,False,0.2608674266467732,False,False,True
0,1,29.0,1,0,66.6,First,man,True,Southampton,no,False,0.12999454257145598,True,False,True
1,1,41.0,0,0,134.5,First,woman,False,Cherbourg,yes,True,0.2625265161540666,False,False,False
1,3,45.0,0,0,8.05,Third,man,True,Southampton,yes,True,0.015712553569072387,True,False,True
0,1,45.0,0,0,35.5,First,man,True,Southampton,no,True,0.06929138530460492,True,False,True
1,2,2.0,1,1,26.0,Second,child,False,Southampton,yes,False,0.050748620223090936,True,False,True
1,1,24.0,3,2,263.0,First,woman,False,Southampton,yes,False,0.5133418122566505,False,False,True
0,2,28.0,0,0,13.0,Second,man,True,Southampton,no,True,0.025374310111545468,True,False,True
0,2,36.0,0,0,13.0,Second,man,True,Southampton,no,True,0.025374310111545468,True,False,True
1,2,24.0,0,0,13.0,Second,woman,False,Southampton,yes,True,0.025374310111545468,False,False,True
1,2,40.0,0,0,13.0,Second,woman,False,Southampton,yes,True,0.025374310111545468,False,False,True
1,3,28.0,1,0,16.1,Third,woman,False,Southampton,yes,False,0.031425107138144774,False,False,True
1,3,3.0,1,1,15.9,Third,child,False,Southampton,yes,False,0.031034733136428686,True,False,True
0,3,42.0,0,0,8.6625,Third,man,True,Southampton,no,True,0.016908073949327893,True,False,True
0,3,23.0,0,0,9.225,Third,man,True,Southampton,no,True,0.01800600082915438,True,False,True
0,1,28.0,0,0,35.0,First,man,True,Southampton,no,True,0.06831545030031472,True,False,True
0,3,15.0,1,1,7.2292,Third,child,False,Cherbourg,no,False,0.014110458666029575,True,False,False
0,3,25.0,1,0,17.8,Third,man,True,Southampton,no,False,0.034743286152731485,True,False,True
1,1,22.0,0,1,55.0,First,woman,False,Southampton,yes,False,0.10735285047192313,False,False,True
0,2,38.0,0,0,13.0,Second,woman,False,Southampton,no,True,0.025374310111545468,False,False,True
0,3,40.0,1,4,27.9,Third,man,True,Southampton,no,False,0.05445717323939373,True,False,True
0,2,29.0,1,0,27.7208,Second,man,True,Cherbourg,no,False,0.05410739813385612,True,False,False
0,3,45.0,0,1,14.4542,Third,woman,False,Cherbourg,no,False,0.028212719478023115,False,False,False
0,3,35.0,0,0,7.05,Third,man,True,Southampton,no,True,0.013760683560491965,True,False,True
0,3,30.0,0,0,7.25,Third,man,True,Southampton,no,True,0.014151057562208049,True,False,True
1,1,60.0,1,0,75.25,First,woman,False,Cherbourg,yes,False,0.14687821814567664,False,False,False
1,3,28.0,0,0,7.2292,Third,woman,False,Cherbourg,yes,True,0.014110458666029575,False,False,False
1,1,24.0,0,0,69.3,First,woman,False,Cherbourg,yes,True,0.13526459159462315,False,False,False
1,1,25.0,1,0,55.4417,First,man,True,Cherbourg,yes,False,0.1082149914547131,True,False,False
0,3,18.0,1,0,6.4958,Third,man,True,Southampton,no,False,0.012678957201736696,True,False,True
0,3,19.0,0,0,8.05,Third,man,True,Southampton,no,True,0.015712553569072387,True,False,True
0,1,22.0,0,0,135.6333,First,man,True,Cherbourg,no,True,0.2647385704347907,True,False,False
0,3,3.0,3,1,21.075,Third,child,False,Southampton,no,False,0.04113566043083236,False,False,True
1,1,28.0,1,0,82.1708,First,woman,False,Cherbourg,yes,False,0.16038672010106,False,False,False
1,3,22.0,0,0,7.25,Third,woman,False,Southampton,yes,True,0.014151057562208049,False,False,True
0,1,27.0,0,2,211.5,First,man,True,Cherbourg,no,False,0.41282050681475896,True,False,False
0,3,20.0,0,0,4.0125,Third,man,True,Cherbourg,no,True,0.007831878409428937,True,False,False
0,3,19.0,0,0,7.775,Third,man,True,Southampton,no,True,0.015175789316712771,True,False,True
1,1,42.0,0,0,227.525,First,woman,False,Cherbourg,yes,True,0.4440992237022602,False,False,False
1,3,1.0,0,2,15.7417,Third,child,False,Cherbourg,yes,False,0.030725752114070404,False,False,False
0,3,32.0,0,0,7.925,Third,man,True,Southampton,no,True,0.015468569817999833,True,False,True
1,1,35.0,1,0,52.0,First,woman,False,Southampton,yes,False,0.10149724044618187,False,False,True
0,2,18.0,0,0,73.5,Second,man,True,Southampton,no,True,0.1434624456306609,True,False,True
0,3,1.0,5,2,46.9,Third,child,False,Southampton,no,False,0.09154270340242172,True,False,True
0,3,28.0,0,0,7.7292,Third,man,True,Queenstown,no,True,0.015086393670319786,True,True,False
1,2,17.0,0,0,12.0,Second,woman,False,Cherbourg,yes,True,0.023422440102965045,False,False,False
1,1,36.0,1,2,120.0,First,man,True,Southampton,yes,False,0.23422440102965045,True,False,True
1,3,21.0,0,0,7.7958,Third,man,True,Southampton,yes,True,0.015216388212891242,True,False,True
0,3,28.0,2,0,7.925,Third,man,True,Southampton,no,False,0.015468569817999833,True,False,True
1,1,23.0,1,0,113.275,First,woman,False,Cherbourg,yes,False,0.22109807522194713,False,False,False
1,3,24.0,0,2,16.7,Third,woman,False,Southampton,yes,False,0.03259622914329302,False,False,True
0,3,22.0,0,0,7.7958,Third,man,True,Southampton,no,True,0.015216388212891242,True,False,True
0,3,31.0,0,0,7.8542,Third,woman,False,Southampton,no,True,0.015330377421392339,False,False,True
0,2,46.0,0,0,26.0,Second,man,True,Southampton,no,True,0.050748620223090936,True,False,True
0,2,23.0,0,0,10.5,Second,man,True,Southampton,no,True,0.020494635090094415,True,False,True
1,2,28.0,0,0,12.65,Second,woman,False,Southampton,yes,True,0.02469115560854232,False,False,True
1,3,39.0,0,0,7.925,Third,man,True,Southampton,yes,True,0.015468569817999833,True,False,True
0,3,26.0,0,0,8.05,Third,man,True,Southampton,no,True,0.015712553569072387,True,False,True
0,3,21.0,1,0,9.825,Third,woman,False,Southampton,no,False,0.019177122834302632,False,False,True
0,3,28.0,1,0,15.85,Third,man,True,Southampton,no,False,0.030937139635999665,True,False,True
0,3,20.0,0,0,8.6625,Third,woman,False,Southampton,no,True,0.016908073949327893,False,False,True
0,2,34.0,1,0,21.0,Second,man,True,Southampton,no,False,0.04098927018018883,True,False,True
0,3,51.0,0,0,7.75,Third,man,True,Southampton,no,True,0.015126992566498259,True,False,True
1,2,3.0,1,1,18.75,Second,child,False,Southampton,yes,False,0.03659756266088288,True,False,True
0,3,21.0,0,0,7.775,Third,man,True,Southampton,no,True,0.015175789316712771,True,False,True
0,3,28.0,0,0,6.8583,Third,man,True,Queenstown,no,True,0.013386510079847098,True,True,False
1,1,33.0,1,0,90.0,First,woman,False,Queenstown,yes,False,0.17566830077223786,False,True,False
1,3,44.0,0,0,7.925,Third,man,True,Southampton,yes,True,0.015468569817999833,True,False,True
0,3,28.0,0,0,8.05,Third,woman,False,Southampton,no,True,0.015712553569072387,False,False,True
1,2,34.0,1,1,32.5,Second,woman,False,Southampton,yes,False,0.06343577527886367,False,False,True
1,2,18.0,0,2,13.0,Second,woman,False,Southampton,yes,False,0.025374310111545468,False,False,True
0,3,10.0,0,2,24.15,Third,child,False,Southampton,no,False,0.04713766070721715,False,False,True
0,3,21.0,0,0,7.7333,Third,man,True,Queenstown,no,True,0.015094396337354966,True,True,False
0,3,29.0,0,0,7.875,Third,man,True,Southampton,no,True,0.015370976317570811,True,False,True
0,3,28.0,1,1,14.4,Third,woman,False,Southampton,no,False,0.028106928123558056,False,False,True
0,3,18.0,1,1,20.2125,Third,man,True,Southampton,no,False,0.039452172548431745,True,False,True
1,2,28.0,1,0,26.0,Second,woman,False,Southampton,yes,False,0.050748620223090936,False,False,True
1,2,19.0,0,0,26.0,Second,woman,False,Southampton,yes,True,0.050748620223090936,False,False,True
1,3,32.0,0,0,8.05,Third,man,True,Southampton,yes,True,0.015712553569072387,True,False,True
1,1,28.0,0,0,26.55,First,man,True,Southampton,yes,True,0.051822148727810165,True,False,True
1,2,42.0,1,0,26.0,Second,woman,False,Southampton,yes,False,0.050748620223090936,False,False,True
0,3,17.0,0,0,7.125,Third,man,True,Southampton,no,True,0.013907073811135496,True,False,True
0,1,50.0,1,0,55.9,First,man,True,Southampton,no,False,0.1091095334796455,True,False,True
1,1,14.0,1,2,120.0,First,child,False,Southampton,yes,False,0.23422440102965045,False,False,True
0,3,21.0,2,2,34.375,Third,woman,False,Southampton,no,False,0.06709553154495196,False,False,True
1,2,24.0,2,3,18.75,Second,woman,False,Southampton,yes,False,0.03659756266088288,False,False,True
0,1,64.0,1,4,263.0,First,man,True,Southampton,no,False,0.5133418122566505,True,False,True
0,2,31.0,0,0,10.5,Second,man,True,Southampton,no,True,0.020494635090094415,True,False,True
1,2,45.0,1,1,26.25,Second,woman,False,Southampton,yes,False,0.05123658772523604,False,False,True
0,3,20.0,0,0,9.5,Third,man,True,Southampton,no,True,0.018542765081513996,True,False,True
0,3,25.0,1,0,7.775,Third,man,True,Southampton,no,False,0.015175789316712771,True,False,True
1,2,28.0,0,0,13.0,Second,woman,False,Southampton,yes,True,0.025374310111545468,False,False,True
1,3,28.0,0,0,8.1125,Third,man,True,Southampton,yes,True,0.015834545444608664,True,False,True
1,1,4.0,0,2,81.8583,First,child,False,Southampton,yes,False,0.15977676072337862,True,False,True
1,2,13.0,0,1,19.5,Second,child,False,Southampton,yes,False,0.0380614651673182,False,False,True
1,1,34.0,0,0,26.55,First,man,True,Southampton,yes,True,0.051822148727810165,True,False,True
1,3,5.0,2,1,19.2583,Third,child,False,Cherbourg,yes,False,0.03758969818624431,False,False,False
1,1,52.0,0,0,30.5,First,man,True,Southampton,yes,True,0.05953203526170282,True,False,True
0,2,36.0,1,2,27.75,Second,man,True,Southampton,no,False,0.05416439273810667,True,False,True
0,3,28.0,1,0,19.9667,Third,man,True,Southampton,no,False,0.03897240290032268,True,False,True
0,1,30.0,0,0,27.75,First,man,True,Cherbourg,no,True,0.05416439273810667,True,False,False
1,1,49.0,1,0,89.1042,First,man,True,Cherbourg,yes,False,0.17391981561855152,True,False,False
1,3,29.0,0,0,7.8958,Third,man,True,Cherbourg,yes,True,0.015411575213749284,True,False,False
0,1,65.0,0,0,26.55,First,man,True,Southampton,no,True,0.051822148727810165,True,False,True
1,1,28.0,1,0,51.8625,First,woman,False,Southampton,yes,False,0.10122885832000206,False,False,True
1,2,50.0,0,0,10.5,Second,woman,False,Southampton,yes,True,0.020494635090094415,False,False,True
1,1,48.0,0,0,26.55,First,man,True,Southampton,yes,True,0.051822148727810165,True,False,True
0,3,34.0,0,0,8.05,Third,man,True,Southampton,no,True,0.015712553569072387,True,False,True
0,1,47.0,0,0,38.5,First,man,True,Southampton,no,True,0.07514699533034619,True,False,True
0,2,48.0,0,0,13.0,Second,man,True,Southampton,no,True,0.025374310111545468,True,False,True
0,3,38.0,0,0,7.05,Third,man,True,Southampton,no,True,0.013760683560491965,True,False,True
0,1,56.0,0,0,26.55,First,man,True,Southampton,no,True,0.051822148727810165,True,False,True
0,3,28.0,0,0,7.725,Third,man,True,Queenstown,no,True,0.015078195816283748,True,True,False
1,3,0.75,2,1,19.2583,Third,child,False,Cherbourg,yes,False,0.03758969818624431,False,False,False
0,3,38.0,0,0,8.6625,Third,man,True,Southampton,no,True,0.016908073949327893,True,False,True
1,2,33.0,1,2,27.75,Second,woman,False,Southampton,yes,False,0.05416439273810667,False,False,True
1,2,23.0,0,0,13.7917,Second,woman,False,Cherbourg,yes,True,0.026919605597338588,False,False,False
0,3,22.0,0,0,9.8375,Third,woman,False,Southampton,no,True,0.019201521209409888,False,False,True
0,1,28.0,0,0,52.0,First,man,True,Southampton,no,True,0.10149724044618187,True,False,True
0,3,29.0,1,0,7.0458,Third,man,True,Southampton,no,False,0.013752485706455927,True,False,True
0,3,22.0,0,0,7.5208,Third,man,True,Southampton,no,True,0.014679623960531627,True,False,True
1,3,2.0,0,1,12.2875,Third,child,False,Southampton,yes,False,0.023983602730431916,False,False,True
0,3,9.0,5,2,46.9,Third,child,False,Southampton,no,False,0.09154270340242172,True,False,True
0,3,50.0,0,0,8.05,Third,man,True,Southampton,no,True,0.015712553569072387,True,False,True
1,3,63.0,0,0,9.5875,Third,woman,False,Southampton,yes,True,0.018713553707264782,False,False,True
1,1,25.0,1,0,91.0792,First,man,True,Cherbourg,yes,False,0.17777475888549785,True,False,False
1,1,35.0,1,0,90.0,First,woman,False,Southampton,yes,False,0.17566830077223786,False,False,True
0,1,58.0,0,0,29.7,First,man,True,Cherbourg,no,True,0.057970539254838485,True,False,False
1,3,9.0,1,1,15.9,Third,child,False,Southampton,yes,False,0.031034733136428686,True,False,True
0,3,21.0,0,0,7.25,Third,man,True,Southampton,no,True,0.014151057562208049,True,False,True
0,1,55.0,0,0,30.5,First,man,True,Southampton,no,True,0.05953203526170282,True,False,True
0,1,71.0,0,0,49.5042,First,man,True,Cherbourg,no,True,0.09662576327876685,True,False,False
0,3,28.0,0,0,14.4583,Third,man,True,Cherbourg,no,True,0.028220722145058292,True,False,False
1,1,54.0,1,0,78.2667,First,woman,False,Cherbourg,yes,False,0.1527664244005612,False,False,False
0,3,28.0,0,0,15.1,Third,man,True,Southampton,no,True,0.029473237129564348,True,False,True
0,1,25.0,1,2,151.55,First,woman,False,Southampton,no,False,0.29580589980036276,False,False,True
0,3,24.0,0,0,7.7958,Third,man,True,Southampton,no,True,0.015216388212891242,True,False,True
0,3,21.0,0,0,7.75,Third,woman,False,Queenstown,no,True,0.015126992566498259,False,True,False
0,3,28.0,0,0,7.6292,Third,woman,False,Queenstown,no,True,0.014891206669461744,False,True,False
0,3,37.0,0,0,9.5875,Third,woman,False,Southampton,no,True,0.018713553707264782,False,False,True
1,1,16.0,0,0,86.5,First,woman,False,Southampton,yes,True,0.16883675574220638,False,False,True
0,1,18.0,1,0,108.9,First,man,True,Cherbourg,no,False,0.2125586439344078,True,False,False
1,2,33.0,0,2,26.0,Second,woman,False,Southampton,yes,False,0.050748620223090936,False,False,True
0,3,28.0,0,0,22.525,Third,man,True,Southampton,no,True,0.04396587194327397,True,False,True
1,3,26.0,0,0,56.4958,Third,man,True,Southampton,yes,True,0.11027245763075773,True,False,True
1,3,29.0,0,0,7.75,Third,man,True,Queenstown,yes,True,0.015126992566498259,True,True,False
1,1,36.0,0,0,26.2875,First,man,True,Southampton,yes,True,0.05130978285055781,True,False,True
1,1,54.0,1,0,59.4,First,woman,False,Cherbourg,yes,False,0.11594107850967697,False,False,False
0,3,24.0,0,0,7.4958,Third,man,True,Southampton,no,True,0.014630827210317115,True,False,True
0,1,47.0,0,0,34.0208,First,man,True,Southampton,no,True,0.06640417918791278,True,False,True
1,2,34.0,0,0,10.5,Second,woman,False,Southampton,yes,True,0.020494635090094415,False,False,True
0,3,28.0,0,0,24.15,Third,man,True,Queenstown,no,True,0.04713766070721715,True,True,False
1,2,36.0,1,0,26.0,Second,woman,False,Southampton,yes,False,0.050748620223090936,False,False,True
0,3,32.0,0,0,7.8958,Third,man,True,Southampton,no,True,0.015411575213749284,True,False,True
1,1,30.0,0,0,93.5,First,woman,False,Southampton,yes,True,0.18249984580226933,False,False,True
1,1,44.0,0,1,57.9792,First,woman,False,Cherbourg,yes,False,0.11316786160148591,False,False,False
0,3,28.0,0,0,7.2292,Third,man,True,Cherbourg,no,True,0.014110458666029575,True,False,False
0,3,40.5,0,0,7.75,Third,man,True,Queenstown,no,True,0.015126992566498259,True,True,False
0,1,28.0,0,0,221.7792,First,man,True,Southampton,no,True,0.4328841690069588,True,False,True
0,3,39.0,0,0,7.925,Third,man,True,Southampton,no,True,0.015468569817999833,True,False,True
0,2,23.0,2,1,11.5,Second,man,True,Southampton,no,False,0.022446505098674834,True,False,True
1,2,2.0,1,1,26.0,Second,child,False,Southampton,yes,False,0.050748620223090936,False,False,True
0,3,17.0,1,1,7.2292,Third,man,True,Cherbourg,no,False,0.014110458666029575,True,False,False
1,3,28.0,0,2,22.3583,Third,woman,False,Cherbourg,yes,False,0.04364049521284361,False,False,False
0,3,30.0,0,0,8.6625,Third,woman,False,Southampton,no,True,0.016908073949327893,False,False,True
1,2,7.0,0,2,26.25,Second,child,False,Southampton,yes,False,0.05123658772523604,False,False,True
0,1,45.0,0,0,26.55,First,man,True,Southampton,no,True,0.051822148727810165,True,False,True
1,1,30.0,0,0,106.425,First,woman,False,Cherbourg,yes,True,0.20772776566317125,False,False,False
0,3,28.0,0,0,14.5,Third,man,True,Southampton,no,True,0.028302115124416098,True,False,True
1,1,22.0,0,2,49.5,First,woman,False,Cherbourg,yes,False,0.09661756542473081,False,False,False
1,1,36.0,0,2,71.0,First,woman,False,Southampton,yes,False,0.13858277060920984,False,False,True
0,3,9.0,4,2,31.275,Third,child,False,Southampton,no,False,0.06104473451835265,False,False,True
0,3,11.0,4,2,31.275,Third,child,False,Southampton,no,False,0.06104473451835265,False,False,True
1,2,32.0,1,0,26.0,Second,man,True,Southampton,yes,False,0.050748620223090936,True,False,True
0,1,50.0,1,0,106.425,First,man,True,Cherbourg,no,False,0.20772776566317125,True,False,False
0,1,64.0,0,0,26.0,First,man,True,Southampton,no,True,0.050748620223090936,True,False,True
1,2,19.0,1,0,26.0,Second,woman,False,Southampton,yes,False,0.050748620223090936,False,False,True
1,2,28.0,0,0,13.8625,Second,man,True,Cherbourg,yes,True,0.02705779799394608,True,False,False
0,3,33.0,1,1,20.525,Third,man,True,Southampton,no,False,0.04006213192611313,True,False,True
1,2,8.0,1,1,36.75,Second,child,False,Southampton,yes,False,0.07173122281533045,True,False,True
1,1,17.0,0,2,110.8833,First,man,True,Cherbourg,yes,False,0.21642978772242535,True,False,False
0,2,27.0,0,0,26.0,Second,man,True,Southampton,no,True,0.050748620223090936,True,False,True
0,3,28.0,0,0,7.8292,Third,man,True,Queenstown,no,True,0.015281580671177828,True,True,False
1,3,22.0,0,0,7.225,Third,man,True,Cherbourg,yes,True,0.014102260811993537,True,False,False
1,3,22.0,0,0,7.775,Third,woman,False,Southampton,yes,True,0.015175789316712771,False,False,True
1,1,48.0,1,0,39.6,First,woman,False,Cherbourg,yes,False,0.07729405233978466,False,False,False
0,1,28.0,0,0,227.525,First,man,True,Cherbourg,no,True,0.4440992237022602,True,False,False
1,1,39.0,1,1,79.65,First,woman,False,Southampton,yes,False,0.1554664461834305,False,False,True
1,3,36.0,1,0,17.4,Third,woman,False,Southampton,yes,False,0.033962538149299316,False,False,True
0,3,40.0,0,0,7.8958,Third,man,True,Southampton,no,True,0.015411575213749284,True,False,True
0,2,28.0,0,0,13.5,Second,man,True,Southampton,no,True,0.026350245115835676,True,False,True
0,3,24.0,2,0,24.15,Third,man,True,Southampton,no,False,0.04713766070721715,True,False,True
0,3,19.0,0,0,7.8958,Third,man,True,Southampton,no,True,0.015411575213749284,True,False,True
0,3,29.0,0,4,21.075,Third,woman,False,Southampton,no,False,0.04113566043083236,False,False,True
1,3,32.0,0,0,7.8542,Third,man,True,Southampton,yes,True,0.015330377421392339,True,False,True
1,2,62.0,0,0,10.5,Second,man,True,Southampton,yes,True,0.020494635090094415,True,False,True
1,1,53.0,2,0,51.4792,First,woman,False,Southampton,yes,False,0.10048070654571319,False,False,True
1,1,36.0,0,0,26.3875,First,man,True,Southampton,yes,True,0.051504969851415845,True,False,True
0,3,16.0,0,0,8.05,Third,man,True,Southampton,no,True,0.015712553569072387,True,False,True
0,3,19.0,0,0,14.5,Third,man,True,Southampton,no,True,0.028302115124416098,True,False,True
1,2,34.0,0,0,13.0,Second,woman,False,Southampton,yes,True,0.025374310111545468,False,False,True
1,1,39.0,1,0,55.9,First,woman,False,Southampton,yes,False,0.1091095334796455,False,False,True
0,3,28.0,1,0,14.4583,Third,woman,False,Cherbourg,no,False,0.028220722145058292,False,False,False
1,3,32.0,0,0,7.925,Third,man,True,Southampton,yes,True,0.015468569817999833,True,False,True
1,2,25.0,1,1,30.0,Second,woman,False,Southampton,yes,False,0.05855610025741261,False,False,True
1,1,39.0,1,1,110.8833,First,woman,False,Cherbourg,yes,False,0.21642978772242535,False,False,False
